D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\center_2019_10_05_19_59_26_838.jpg, D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\left_2019_10_05_19_59_26_838.jpg, D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\right_2019_10_05_19_59_26_838.jpg, 0, 0, 0, 7.799019E-05
D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\center_2019_10_05_19_59_26_945.jpg, D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\left_2019_10_05_19_59_26_945.jpg, D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\right_2019_10_05_19_59_26_945.jpg, 0, 0, 0, 7.851851E-05
D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\center_2019_10_05_19_59_27_050.jpg, D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\left_2019_10_05_19_59_27_050.jpg, D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\right_2019_10_05_19_59_27_050.jpg, 0, 0, 0, 7.777298E-05
D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\center_2019_10_05_19_59_27_153.jpg, D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\left_2019_10_05_19_59_27_153.jpg, D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\right_2019_10_05_19_59_27_153.jpg, 0, 0, 0, 7.850552E-05
D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\center_2019_10_05_19_59_27_256.jpg, D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\left_2019_10_05_19_59_27_256.jpg, D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\right_2019_10_05_19_59_27_256.jpg, 0, 0, 0, 7.790601E-05
D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\center_2019_10_05_19_59_27_359.jpg, D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\left_2019_10_05_19_59_27_359.jpg, D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\right_2019_10_05_19_59_27_359.jpg, 0, 0, 0, 7.795703E-05
D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\center_2019_10_05_19_59_27_459.jpg, D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\left_2019_10_05_19_59_27_459.jpg, D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\right_2019_10_05_19_59_27_459.jpg, 0, 0, 0, 7.936582E-05
D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\center_2019_10_05_19_59_27_560.jpg, D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\left_2019_10_05_19_59_27_560.jpg, D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\right_2019_10_05_19_59_27_560.jpg, 0, 0, 0, 7.932006E-05
D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\center_2019_10_05_19_59_27_661.jpg, D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\left_2019_10_05_19_59_27_661.jpg, D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\right_2019_10_05_19_59_27_661.jpg, 0, 0, 0, 8.46959E-05
D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\center_2019_10_05_19_59_27_763.jpg, D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\left_2019_10_05_19_59_27_763.jpg, D:\KAYNAK\Deep Learning\UdacitySimulator\Data\IMG\right_2019_10_05_19_59_27_763.jpg, 0, 0, 0, 7.786888E-05
